OID_,Join_Count,TARGET_FID,gridcode,rca_id,uRCA,uRCA_int,Join_Count_1,TARGET_FID_1,TNMID,MetaSource,SourceData,SourceOrig,SourceFeat,LoadDate,GNIS_ID,AreaAcres,AreaSqKm,States,HUC12,Name,HUType,HUMod,ToHUC,NonContrib,NonContr_1,Shape_Leng,Surveyed,RECORDNUMB,ACRES,AFSNUMBER,DOFNUMBER,USFSNUMBER,ADDNUMBER,PERIMETERD,LATESTPERI,SOURCE,SOURCEMETH,SOURCECLAS,AGENCYACRE,ACREAGEMET,COMMENTS,FIREID,FIREYEAR,UPDATETIME,UPDATEUSER,USEDONFINA,FPOUTDATE,FPMERGEDDA,IRWINID,PRESCRIBED,FIRESEASON,Year,Years,Shape_Le_1,Z_Mean,Avg_Slope,Shape_Le_2,Shape_Area_1,Shape_Length,Shape_Area
541,1,52,522,522.000000000000000,522,522,1,541,{9D8866FB-13E2-4477-BDA2-26E3F3150460},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,49833.029999999998836,201.669999999999987,AK,190803031702,West Fork South Fork Goodpaster River,S,NM,190803031703,0.000000000000000,0.000000000000000,68615.191544999994221,1, ,69387.160000000003492,9518, , , ,11/1/1969 0:00:00,Yes,Digitized,Image, ,0.000000000000000, ,Digitized from 1976 Landsat image P73 R15.,25785,1969,3/12/2008 0:00:00,jhrobak,No,7/6/1969 0:00:00,, ,N,1960 - 1969,1969.000000000000000,1960.000000000000000,86517.263427300000330,858.057786837999970,30.158176038899999,68615.191544999994221,201667095.585999995470047,10452.720857008518578,4865974.638515107333660
542,1,52,523,523.000000000000000,523,523,1,542,{9D8866FB-13E2-4477-BDA2-26E3F3150460},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,49833.029999999998836,201.669999999999987,AK,190803031702,West Fork South Fork Goodpaster River,S,NM,190803031703,0.000000000000000,0.000000000000000,68615.191544999994221,1, ,69387.160000000003492,9518, , , ,11/1/1969 0:00:00,Yes,Digitized,Image, ,0.000000000000000, ,Digitized from 1976 Landsat image P73 R15.,25785,1969,3/12/2008 0:00:00,jhrobak,No,7/6/1969 0:00:00,, ,N,1960 - 1969,1969.000000000000000,1960.000000000000000,86517.263427300000330,858.057786837999970,30.158176038899999,68615.191544999994221,201667095.585999995470047,2387.145302597647515,219526.812836120894644
543,5,177,524,524.000000000000000,524,524,1,543,{00A01686-049E-4293-84D9-0F1FE7AA66F4},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,35952.699999999997090,145.500000000000000,AK,190803031806,Tenmile Creek-Goodpaster River,S,NM,190803031809,0.000000000000000,0.000000000000000,62980.180979600001592,1,312,182831.269999999989523,A5TX,412312,PNA5TX,175815,8/9/2005 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1832,2004,3/14/2019 0:00:00,jljenkins, ,10/1/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,340519.879099000012502,574.762692593999986,26.442947957499999,62980.180979600001592,145495417.972000002861023,3995.951713860433301,796416.129540728288703
544,5,177,525,525.000000000000000,525,525,1,544,{00A01686-049E-4293-84D9-0F1FE7AA66F4},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,35952.699999999997090,145.500000000000000,AK,190803031806,Tenmile Creek-Goodpaster River,S,NM,190803031809,0.000000000000000,0.000000000000000,62980.180979600001592,1,312,182831.269999999989523,A5TX,412312,PNA5TX,175815,8/9/2005 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1832,2004,3/14/2019 0:00:00,jljenkins, ,10/1/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,340519.879099000012502,574.762692593999986,26.442947957499999,62980.180979600001592,145495417.972000002861023,11002.624184269516263,4405306.818896032869816
545,4,43,526,526.000000000000000,526,526,1,545,{AC25DE5E-029C-4FE7-9256-C9115C5AA4AC},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,30487.139999999999418,123.379999999999995,AK,190803070106,Middle Shaw Creek,S,NM,190803070111,0.000000000000000,0.000000000000000,76512.737458400006290,1,239,28.829999999999998, ,012239, ,10,6/16/2020 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Perimeter digitized using Sentinel 2 image collected 6/16,66726,2020,6/25/2020 0:00:00,dmgriggs, ,6/17/2020 0:00:00,,{2A3FF416-CE06-4066-A31F-2F752D321050},N,2020 - 2029,2020.000000000000000,2020.000000000000000,1616.677536149999924,0.000000000000000,0.000000000000000,76512.737458400006290,123377162.228000000119209,2953.325504861121772,332449.131527631194331
546,4,43,527,527.000000000000000,527,527,1,546,{AC25DE5E-029C-4FE7-9256-C9115C5AA4AC},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,30487.139999999999418,123.379999999999995,AK,190803070106,Middle Shaw Creek,S,NM,190803070111,0.000000000000000,0.000000000000000,76512.737458400006290,1,239,28.829999999999998, ,012239, ,10,6/16/2020 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Perimeter digitized using Sentinel 2 image collected 6/16,66726,2020,6/25/2020 0:00:00,dmgriggs, ,6/17/2020 0:00:00,,{2A3FF416-CE06-4066-A31F-2F752D321050},N,2020 - 2029,2020.000000000000000,2020.000000000000000,1616.677536149999924,0.000000000000000,0.000000000000000,76512.737458400006290,123377162.228000000119209,2887.068678238600569,293730.484939150977880
547,1,101,528,528.000000000000000,528,528,1,547,{277BC581-E8EE-4C56-A9E9-B7EBEBF148D1},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,39292.529999999998836,159.009999999999991,AK,190803031701,Upper South Fork Goodpaster River,S,NM,190803031703,0.000000000000000,0.000000000000000,63399.352790400000231,1, ,69387.160000000003492,9518, , , ,11/1/1969 0:00:00,Yes,Digitized,Image, ,0.000000000000000, ,Digitized from 1976 Landsat image P73 R15.,25785,1969,3/12/2008 0:00:00,jhrobak,No,7/6/1969 0:00:00,, ,N,1960 - 1969,1969.000000000000000,1960.000000000000000,86517.263427300000330,1080.595546949999971,35.280841507900000,63399.352790400000231,159011230.574000000953674,5664.889081892303693,1638336.613501321757212
548,0,72,529,529.000000000000000,529,529,2,548,{73F97D29-C960-463D-831F-BD94DCE0DFA1},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,17142.389999999999418,69.370000000000005,AK,190803031403,190803031403,S,NM,190803031406,0.000000000000000,0.000000000000000,47159.750555600003281,1, ,0.000000000000000, , , , ,11/1/1969 0:00:00, , , , ,0.000000000000000, , ,0, ,3/12/2008 0:00:00, , ,7/6/1969 0:00:00,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,1232.080080660000021,33.242586073299996,47159.750555600003281,69372793.238800004124641,15736.216018109334982,10288881.954032873734832
549,1,52,530,530.000000000000000,530,530,2,549,{9D8866FB-13E2-4477-BDA2-26E3F3150460},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,49833.029999999998836,201.669999999999987,AK,190803031702,West Fork South Fork Goodpaster River,S,NM,190803031703,0.000000000000000,0.000000000000000,68615.191544999994221,1, ,69387.160000000003492,9518, , , ,11/1/1969 0:00:00,Yes,Digitized,Image, ,0.000000000000000, ,Digitized from 1976 Landsat image P73 R15.,25785,1969,3/12/2008 0:00:00,jhrobak,No,7/6/1969 0:00:00,, ,N,1960 - 1969,1969.000000000000000,1960.000000000000000,86517.263427300000330,858.057786837999970,30.158176038899999,68615.191544999994221,201667095.585999995470047,7554.241494411751773,3149249.064283175393939
550,1,52,531,531.000000000000000,531,531,3,550,{9D8866FB-13E2-4477-BDA2-26E3F3150460},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,49833.029999999998836,201.669999999999987,AK,190803031702,West Fork South Fork Goodpaster River,S,NM,190803031703,0.000000000000000,0.000000000000000,68615.191544999994221,1, ,69387.160000000003492,9518, , , ,11/1/1969 0:00:00,Yes,Digitized,Image, ,0.000000000000000, ,Digitized from 1976 Landsat image P73 R15.,25785,1969,3/12/2008 0:00:00,jhrobak,No,7/6/1969 0:00:00,, ,N,1960 - 1969,1969.000000000000000,1960.000000000000000,86517.263427300000330,858.057786837999970,30.158176038899999,68615.191544999994221,201667095.585999995470047,11828.674891371170816,6834557.850535343401134
551,3,91,532,532.000000000000000,532,532,2,551,{19F39BF1-B067-4647-8C9E-EA96BF0CC0C9},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,15279.860000000000582,61.840000000000003,AK,190803031707,White Creek,S,NM,190803031708,0.000000000000000,0.000000000000000,37953.138567399997555,1,207,58078.949999999997090,F38A,112207,PNF38A, ,6/10/2011 0:00:00,Yes,GPS,Helicopter, ,0.000000000000000, ,None Recorded,34868,2011,6/10/2011 0:00:00,DNR Delta,No,8/10/2011 0:00:00,, ,N,2010 - 2019,2011.000000000000000,2010.000000000000000,126404.151492000004509,681.395757828999990,29.215124743099999,37953.138567399997555,61835397.568199999630451,7118.314772462907968,2452453.972746989224106
552,2,23,533,533.000000000000000,533,533,3,552,{6D5C1D19-E5A6-4D01-AC5C-630D510646D6},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,8167.100000000000364,33.049999999999997,AK,190803031803,190803031803,S,NM,190803031806,0.000000000000000,0.000000000000000,25159.606777000000875,1,396,999.970000000000027,JTB7,512396,PNJTB7,1043,6/27/2015 0:00:00,Yes,Digitized,Other,D - Within 1 KiloMeter,1000.000000000000000, ,MODIS/VIIRS,38220,2015,7/2/2015 0:00:00,jljenkins,No,8/13/2015 0:00:00,,A6318EDF-55AB-4598-8E70-12435FAA7E2B,N,2010 - 2019,2015.000000000000000,2010.000000000000000,7434.258811089999654,797.003600663000043,36.942263651700003,25159.606777000000875,33051076.750599998980761,9237.278989269403610,3922859.586805406026542
553,1,101,534,534.000000000000000,534,534,1,553,{277BC581-E8EE-4C56-A9E9-B7EBEBF148D1},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,39292.529999999998836,159.009999999999991,AK,190803031701,Upper South Fork Goodpaster River,S,NM,190803031703,0.000000000000000,0.000000000000000,63399.352790400000231,1, ,69387.160000000003492,9518, , , ,11/1/1969 0:00:00,Yes,Digitized,Image, ,0.000000000000000, ,Digitized from 1976 Landsat image P73 R15.,25785,1969,3/12/2008 0:00:00,jhrobak,No,7/6/1969 0:00:00,, ,N,1960 - 1969,1969.000000000000000,1960.000000000000000,86517.263427300000330,1080.595546949999971,35.280841507900000,63399.352790400000231,159011230.574000000953674,10261.286229138324416,5196026.942146117798984
554,1,101,535,535.000000000000000,535,535,1,554,{277BC581-E8EE-4C56-A9E9-B7EBEBF148D1},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,39292.529999999998836,159.009999999999991,AK,190803031701,Upper South Fork Goodpaster River,S,NM,190803031703,0.000000000000000,0.000000000000000,63399.352790400000231,1, ,69387.160000000003492,9518, , , ,11/1/1969 0:00:00,Yes,Digitized,Image, ,0.000000000000000, ,Digitized from 1976 Landsat image P73 R15.,25785,1969,3/12/2008 0:00:00,jhrobak,No,7/6/1969 0:00:00,, ,N,1960 - 1969,1969.000000000000000,1960.000000000000000,86517.263427300000330,1080.595546949999971,35.280841507900000,63399.352790400000231,159011230.574000000953674,3646.150956753282571,576917.330709812580608
555,4,43,536,536.000000000000000,536,536,1,555,{AC25DE5E-029C-4FE7-9256-C9115C5AA4AC},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,30487.139999999999418,123.379999999999995,AK,190803070106,Middle Shaw Creek,S,NM,190803070111,0.000000000000000,0.000000000000000,76512.737458400006290,1,239,28.829999999999998, ,012239, ,10,6/16/2020 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Perimeter digitized using Sentinel 2 image collected 6/16,66726,2020,6/25/2020 0:00:00,dmgriggs, ,6/17/2020 0:00:00,,{2A3FF416-CE06-4066-A31F-2F752D321050},N,2020 - 2029,2020.000000000000000,2020.000000000000000,1616.677536149999924,0.000000000000000,0.000000000000000,76512.737458400006290,123377162.228000000119209,3082.219097518400304,325941.780478858854622
556,4,43,537,537.000000000000000,537,537,2,556,{AC25DE5E-029C-4FE7-9256-C9115C5AA4AC},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,30487.139999999999418,123.379999999999995,AK,190803070106,Middle Shaw Creek,S,NM,190803070111,0.000000000000000,0.000000000000000,76512.737458400006290,1,239,28.829999999999998, ,012239, ,10,6/16/2020 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Perimeter digitized using Sentinel 2 image collected 6/16,66726,2020,6/25/2020 0:00:00,dmgriggs, ,6/17/2020 0:00:00,,{2A3FF416-CE06-4066-A31F-2F752D321050},N,2020 - 2029,2020.000000000000000,2020.000000000000000,1616.677536149999924,0.000000000000000,0.000000000000000,76512.737458400006290,123377162.228000000119209,19040.639606535514758,10903686.295855851843953
557,1,138,538,538.000000000000000,538,538,1,557,{B6206B6F-8F06-47A5-B9D9-694E9DE21729},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,12678.799999999999272,51.310000000000002,AK,190803070109,Rosa Creek,S,NM,190803070110,0.000000000000000,0.000000000000000,33914.183659200003603,0,115,35.359999999999999,D65C,812115, , ,5/20/2008 0:00:00,Yes,Digitized,DRG63, ,35.399999999999999,GIS,Perimeter Submitted via email by Marsha Henderson,28161,2008,7/6/2008 0:00:00,ilmakfssrvgad,No,5/28/2008 0:00:00,, ,N,2000 - 2009,2008.000000000000000,2000.000000000000000,2356.860428110000157,0.000000000000000,0.000000000000000,33914.183659200003603,51309296.980300001800060,7023.674065832426095,2767736.085446599405259
558,0,38,539,539.000000000000000,539,539,3,558,{09C6ECE9-3EA5-436E-A595-F8B7382772EF},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,10312.629999999999200,41.729999999999997,AK,190803050702,Minton Creek,S,NM,190803050704,0.000000000000000,0.000000000000000,30403.798238999999739,1, ,0.000000000000000, , , , ,5/20/2008 0:00:00, , , , ,0.000000000000000, , ,0, ,7/6/2008 0:00:00, , ,5/28/2008 0:00:00,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,533.632610761000024,28.481148913300000,30403.798238999999739,41733749.082699999213219,8578.370165823549542,3034993.538434239104390
559,2,137,540,540.000000000000000,540,540,3,559,{0EC3B3FA-CEDD-4CBD-B3D1-7B8483108FBB},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,40689.949999999997090,164.669999999999987,AK,190803050807,Harding Lake-Salcha River,S,NM,190803071008,0.000000000000000,0.000000000000000,61374.438480500000878,0, ,1241.900000000000091,Z82, , , ,11/1/1968 0:00:00,Yes,Digitized,Image, ,0.000000000000000, ,Digitized from 1976 Landsat image P73 R15.,26135,1968,3/12/2008 0:00:00,jhrobak,No,,, ,N,1960 - 1969,1968.000000000000000,1960.000000000000000,10626.936246799999935,280.801172560999987,12.563275847000000,61374.438480500000878,164666399.513000011444092,27176.005758927629358,24134820.252362109720707
560,1,161,541,541.000000000000000,541,541,2,560,{575EDA3B-06C5-40D2-8ACA-7E8404F71981},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,22217.830000000001746,89.909999999999997,AK,190803050804,Junction Creek,S,NM,190803050805,0.000000000000000,0.000000000000000,60686.438668599999801,1, ,1241.900000000000091,Z82, , , ,11/1/1968 0:00:00,Yes,Digitized,Image, ,0.000000000000000, ,Digitized from 1976 Landsat image P73 R15.,26135,1968,3/12/2008 0:00:00,jhrobak,No,,, ,N,1960 - 1969,1968.000000000000000,1960.000000000000000,10626.936246799999935,0.000000000000000,0.000000000000000,60686.438668599999801,89912359.860699996352196,17177.039012973142235,10615946.351054659113288
561,1,52,542,542.000000000000000,542,542,2,561,{9D8866FB-13E2-4477-BDA2-26E3F3150460},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,49833.029999999998836,201.669999999999987,AK,190803031702,West Fork South Fork Goodpaster River,S,NM,190803031703,0.000000000000000,0.000000000000000,68615.191544999994221,1, ,69387.160000000003492,9518, , , ,11/1/1969 0:00:00,Yes,Digitized,Image, ,0.000000000000000, ,Digitized from 1976 Landsat image P73 R15.,25785,1969,3/12/2008 0:00:00,jhrobak,No,7/6/1969 0:00:00,, ,N,1960 - 1969,1969.000000000000000,1960.000000000000000,86517.263427300000330,858.057786837999970,30.158176038899999,68615.191544999994221,201667095.585999995470047,9176.773491571457271,4053580.527162177953869
562,1,52,543,543.000000000000000,543,543,3,562,{9D8866FB-13E2-4477-BDA2-26E3F3150460},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,49833.029999999998836,201.669999999999987,AK,190803031702,West Fork South Fork Goodpaster River,S,NM,190803031703,0.000000000000000,0.000000000000000,68615.191544999994221,1, ,69387.160000000003492,9518, , , ,11/1/1969 0:00:00,Yes,Digitized,Image, ,0.000000000000000, ,Digitized from 1976 Landsat image P73 R15.,25785,1969,3/12/2008 0:00:00,jhrobak,No,7/6/1969 0:00:00,, ,N,1960 - 1969,1969.000000000000000,1960.000000000000000,86517.263427300000330,858.057786837999970,30.158176038899999,68615.191544999994221,201667095.585999995470047,11601.279840413288184,6008334.069691244512796
563,4,43,544,544.000000000000000,544,544,3,563,{AC25DE5E-029C-4FE7-9256-C9115C5AA4AC},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,30487.139999999999418,123.379999999999995,AK,190803070106,Middle Shaw Creek,S,NM,190803070111,0.000000000000000,0.000000000000000,76512.737458400006290,1,239,28.829999999999998, ,012239, ,10,6/16/2020 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Perimeter digitized using Sentinel 2 image collected 6/16,66726,2020,6/25/2020 0:00:00,dmgriggs, ,6/17/2020 0:00:00,,{2A3FF416-CE06-4066-A31F-2F752D321050},N,2020 - 2029,2020.000000000000000,2020.000000000000000,1616.677536149999924,0.000000000000000,0.000000000000000,76512.737458400006290,123377162.228000000119209,15432.430434468131352,6962835.722348845563829
564,4,43,545,545.000000000000000,545,545,1,564,{AC25DE5E-029C-4FE7-9256-C9115C5AA4AC},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,30487.139999999999418,123.379999999999995,AK,190803070106,Middle Shaw Creek,S,NM,190803070111,0.000000000000000,0.000000000000000,76512.737458400006290,1,239,28.829999999999998, ,012239, ,10,6/16/2020 0:00:00,Yes,Image Interpretation, , ,0.000000000000000, ,Perimeter digitized using Sentinel 2 image collected 6/16,66726,2020,6/25/2020 0:00:00,dmgriggs, ,6/17/2020 0:00:00,,{2A3FF416-CE06-4066-A31F-2F752D321050},N,2020 - 2029,2020.000000000000000,2020.000000000000000,1616.677536149999924,0.000000000000000,0.000000000000000,76512.737458400006290,123377162.228000000119209,3277.310449815562151,571317.875449895043857
565,1,52,546,546.000000000000000,546,546,1,565,{9D8866FB-13E2-4477-BDA2-26E3F3150460},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,49833.029999999998836,201.669999999999987,AK,190803031702,West Fork South Fork Goodpaster River,S,NM,190803031703,0.000000000000000,0.000000000000000,68615.191544999994221,1, ,69387.160000000003492,9518, , , ,11/1/1969 0:00:00,Yes,Digitized,Image, ,0.000000000000000, ,Digitized from 1976 Landsat image P73 R15.,25785,1969,3/12/2008 0:00:00,jhrobak,No,7/6/1969 0:00:00,, ,N,1960 - 1969,1969.000000000000000,1960.000000000000000,86517.263427300000330,858.057786837999970,30.158176038899999,68615.191544999994221,201667095.585999995470047,6815.862468274509411,2336165.099055009894073
566,1,52,547,547.000000000000000,547,547,1,566,{9D8866FB-13E2-4477-BDA2-26E3F3150460},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,49833.029999999998836,201.669999999999987,AK,190803031702,West Fork South Fork Goodpaster River,S,NM,190803031703,0.000000000000000,0.000000000000000,68615.191544999994221,1, ,69387.160000000003492,9518, , , ,11/1/1969 0:00:00,Yes,Digitized,Image, ,0.000000000000000, ,Digitized from 1976 Landsat image P73 R15.,25785,1969,3/12/2008 0:00:00,jhrobak,No,7/6/1969 0:00:00,, ,N,1960 - 1969,1969.000000000000000,1960.000000000000000,86517.263427300000330,858.057786837999970,30.158176038899999,68615.191544999994221,201667095.585999995470047,9973.188649524974608,5613417.143573401495814
567,5,177,548,548.000000000000000,548,548,1,567,{00A01686-049E-4293-84D9-0F1FE7AA66F4},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,35952.699999999997090,145.500000000000000,AK,190803031806,Tenmile Creek-Goodpaster River,S,NM,190803031809,0.000000000000000,0.000000000000000,62980.180979600001592,1,312,182831.269999999989523,A5TX,412312,PNA5TX,175815,8/9/2005 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1832,2004,3/14/2019 0:00:00,jljenkins, ,10/1/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,340519.879099000012502,574.762692593999986,26.442947957499999,62980.180979600001592,145495417.972000002861023,4183.361878627862097,865734.922960201278329
568,5,177,549,549.000000000000000,549,549,2,568,{00A01686-049E-4293-84D9-0F1FE7AA66F4},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,35952.699999999997090,145.500000000000000,AK,190803031806,Tenmile Creek-Goodpaster River,S,NM,190803031809,0.000000000000000,0.000000000000000,62980.180979600001592,1,312,182831.269999999989523,A5TX,412312,PNA5TX,175815,8/9/2005 0:00:00,Yes,Image Interpretation,Other, ,0.000000000000000, ,Fire perimeter modified using Landsat Image Service.,1832,2004,3/14/2019 0:00:00,jljenkins, ,10/1/2004 0:00:00,, ,N,2000 - 2009,2004.000000000000000,2000.000000000000000,340519.879099000012502,574.762692593999986,26.442947957499999,62980.180979600001592,145495417.972000002861023,12854.492011356838702,7191455.292494403198361
